"Unnamed..0","EJ.1.A","EJ.1.B","EJ.1.C","Total.E1","EJ.2.A","EJ.2.B","EJ.2.C","EJ.2D","EJ.2E","EJ.2F","Total.E2","Puntaje.total","HW3_grade","answer_1_c","AI","favorable","HW_1","HW_2","HW_3","Midterm_25","Midterm_25.1","Exam_35","Final_grade","Final_grade_excluding_HW_3","average_grade","had_pair","df_fe","numb_tokes","jaccard_similarity"
60,10,5,5,20,5,"6","5,5",5,9,9,"39,5","59,5","5,0","En las partes a) y b) de esta pregunta, demostramos que existen diferencias significativas en la nota de corte promedio de los alumnos de amplia competencia y los alumnos con cuota, esta puede ser una razón de porqué suele darse mayor prioridad a los alumnos que estudiaron en escuelas particulares de prestigio.

En mi opinión, la política de cuotas implementada en Brasil tiene dos grandes efectos:
1- Permite el ingreso a la educación superior a grupos generalmente más vulnerables y por lo tanto con menor capacidad económica de asistir a un buen colegio, permitiendo que estas personas construyan un futuro mejor para ellos y sus familias.
2- El hecho de separar a alumnos con cuota y alumnos sin cuota es un acto de discriminación, ya que como pudimos comprobar en la base de datos, se puede saber nombre y apellido de alumno con cuota, por lo tanto si existe un empleador discriminador y racista en contra de los negros y los pueblos indígenas, esto “le facilitaría la tarea”, ya que los candidatos “están marcados” sobre si pertenecen a algunos de estos grupos o no, es decir, si un empleador es racista, es probable que continúe evitando contratar personas negras o indígenas, sin importar sus logros académicos. Por otra parte, se puede dar el caso de que una persona sin cuota obtenga un puntaje alto y, sin embargo, no entre a la universidad ni a la carrera deseada, ya que se le dió su puesto a un alumno con cuota, sin importar si tuvo menor puntaje, en otras palabras, este mecanismo puede llegar a ser “injusto”.

En síntesis, en mi opinión esta política de cuotas no va direccionada a cambiar el comportamiento elitista de un empleador, ya que si es racista no seguirá contratando personas negras o indígenas independiente de sus títulos y logros académicos, si no es capaz de dejar sus preferencias y opiniones de lado por el bien de la empresa implica que el empleador no es racional, es decir, no cambiará su forma de ser sin importar las políticas del país.

Esta política va direccionada a aumentar las posibilidades de desarrollo laboral para grupos generalmente marginados de la sociedad, por lo que el efecto sobre la discriminación de estos grupos es incierto ya que por un lado aumentan sus posibilidades laborales y por lo tanto la posibilidad de escalar en la pirámide social pero
también quedan marcados como miembros de estos grupos, lo cual en lugares donde abunda el racismo y la discriminación es objeto de desprecio.",63,0,6.6,6.3,5,5.5,5.9,6.1,5.9,84.66165414,84.66165414,0,"df1",484,2.5
20,10,7,10,27,4,"5","8",7,10,10,"44","71","5,7","Una empresa, al momento de contratar va a buscar, dentro de sus opciones, al mejor capacitado que logre la mejor productividad para su empresa. En general, a las empresas les conviene que el periodo de contratación sea lo más breve posible, por lo que se debe buscar a una persona que cumpla con los requerimientos de manera rápida y sin perder la ambición por un trabajador productivo y capacitado. La necesidad de las empresas de acelerar el proceso de contratación, fomenta que se creen categorías que permitan clasificar a quienes se postulan al trabajo y así poder elegir y filtrar más rápido. 
Los estudios de los postulantes, hablan de las capacidades y de los aprendizajes que adquirió durante su vida, por lo que es usual que las empresas se interesen de los estudios realizados, debido a que entregan información valiosa con respecto a lo que el individuo va a ser capaz de realizar dentro de su puesto de trabajo. Por esta razón, las empresas suelen preguntar por el historial de estudios, y suelen darle prioridad a quienes obtuvieron mejor educación, ya que si bien son conscientes de que alguien con menor educación podría hacer mejor el trabajo, las probabilidades de que alguien con más educación lo haga mejor son mayores, por lo que con el objetivo de disminuir el tiempo de contratación, prefieren irse por la opción más segura, la cual es priorizar a quienes recibieron una mejor educación y debieran estar más capacitados para cumplir el trabajo con productividad. 
La política de cuotas en las universidades públicas Brasileñas podría terminar por fomentar este tipo de comportamiento elitista por parte de los empleadores en Brasil, debido a que el puntaje de corte es estadísticamente menor al haber estudiado en un colegio público. Por lo que al momento de contratar, para la empresa puede ser mejor visto el haber entrado al curso sin el “beneficio” de tener un puntaje de corte más bajo, clasificando al alumno que ingresa en una competencia amplia mejor que al que entra con el uso de cuotas. Si los puntajes de corte fueran iguales, probablemente las empresas no se fijarían en el colegio, sino en la calidad de educación superior del candidato, lo cual tiene mucho más sentido cuando se busca encontrar a la persona más hábil. Pero cuando la misma universidad hace la distinción entre los que entran con o sin cuotas, hacen una distinción entre “mejores” y “peores” alumnos, y los empleadores ven difícil hacer vista gorda a esta clasificación. 
Si la empresa usa la información de haber entrado con o sin el uso de cuotas al curso en cuestión, negros y provenientes de pueblos indígenas pueden verse afectados habiendo estudiado en un colegio público o no. Un estudiante proveniente de un pueblo indígena, que asistió a un colegio privado, por más de haber obtenido el mismo nivel de educación que un alumno que ingreso sin cuotas, podría verse clasificado de peor manera. Por lo que afecta también a quienes hacen uso de cuotas para entrar a un curso por razones que no tienen que ver con el colegio, siendo clasificados como menos capacitados aun así habiendo asistido al mismo colegio y a la misma universidad. ",0,0,6.5,6.5,5.7,4.1,4.7,6.5,5.4,77.06766917,77.06766917,1,"df1",737,3
251,10,5,10,25,10,"6","7",7,10,10,"50","75","6,0","Si se implementa esta política de cuotas en las universidades públicas brasileras y basándonos en los resultados obtenidos, se puede inferir que este tipo de comportamiento elitista por parte de los empleadores en Brasil disminuiría. Esto debido a que al necesitar una nota promedio menor, se les dará la oportunidad de obtener una educación de calidad. 
La discriminación contra los negros y los pueblos indígenas tendería a disminuir. Esto ya que al lograr una educación superior podrán entrar en el mercado laboral y alcanzar puestos importantes de trabajo. 
Por el contrario, la implementación de esta política podría a su vez, aumentar la discriminación. Esto gracias a que los empleadores al tener las entrevistas de trabajo, si ve que esta persona pertenece a alguna de las cuotas, inmediatamente va a inferir que tiene menos mérito ya que puede haber tenido menos dificultades para entrar.",72,0,6.6,6.8,6,3.7,2.6,5.3,4.4,61.65413534,61.65413534,1,"df2",201,4
71,10,10,7,27,2,"5","10",10,10,10,"47","74","5,9","Con la política de cuotas, el promedio de notas de corte es menor para quienes son beneficiarios de las cuotas. Por esto es más probable que personas provenientes de pueblos originarios y afrodescendientes tengan mayores posibilidades de entrar a las mismas universidades que quiénes entran por amplia competencia. Esto tiene el potencial de reducir el elitismo educativo y discriminación laboral y poder cambiar el foco hacia nivel de habilidad y preparación profesional del trabajador.",NA,1,6.3,5.7,5.9,4.1,5.6,4.75,5,70.4887218,70.4887218,0,"df1",78,0
76,0,3,10,13,6,"7","10",10,10,10,"53","66","5,4","Dado que en este caso se exige menos a los alumnos que están en las cuotas, haber ingresado a una carrera mediante esta vía tendrá menos mérito que haberlo hecho por la vía más difícil. Esto influirá en la discriminación, ya que la señal de la educación superior será menos efectiva para evaluar las capacidades de manera equitativa. En consecuencia, es probable que haya más discriminación en las entrevistas de trabajo para ""corregir"" la supuesta diferencia de capacidades que el proceso de selección no abordó. Por lo tanto, aunque la universidad intente nivelar las exigencias para ambos grupos, en las entrevistas laborales habrá una discriminación más intensa, ya que se percibirá que a un grupo se le exigió menos que al otro. Los empleadores, en su búsqueda de capacidades, probablemente discriminarán utilizando factores como la raza. Por ejemplo, si bajo este sistema entrevisto a una persona de descendencia indígena, le exigiré más que al resto porque a él se le pidió menos para ingresar a la misma carrera, lo que sesga la señal de capacidad. No tengo claro si obtuvo el título por su habilidad o porque se le exigió menos.",64,0,6.7,5.9,5.4,4.5,5.3,5.25,5.2,73.94736842,73.94736842,0,"df1",211,0.5
25,10,5,7,22,10,"6","10",10,10,10,"56","78","6,2","Sobre la base de los resultados de los párrafos anteriores, analizamos cómo las políticas de cuotas pueden influir en el comportamiento de las élites y la discriminación de los empleadores en el proceso de contratación.
Reducir el elitismo: las políticas de cuotas pueden aumentar la diversidad en las universidades públicas más prestigiosas. Esto podría alentar a los empleadores a centrarse menos en la escuela y más en el desempeño universitario.
Reducir la discriminación: Al garantizar el acceso a universidades prestigiosas para una proporción significativa de estudiantes de la minoria, las cuotas pueden ayudar a reducir la discriminación en el proceso de admisión al permitir descubrir que estos estudiantes también pueden tener éxito en entornos académicos competitivos.",0,0,5.9,6.5,6.2,3,4.9,5.7,4.9,69.02255639,69.02255639,1,"df1",126,4
171,10,5,7,22,7,"5","7",10,10,10,"49","71","5,7","Primero, la política de cuotas en las universidades públicas brasileñas podría afectar positivamente este comportamiento elitista por parte de los empleadores en Brasil. Al implementar cuotas que promueven la inclusión de estudiantes de distintos orígenes, tanto socioeconómicos como étnicos en las universidades, se estaría fomentando la diversidad y la equidad en el acceso a la educación superior.

Esta medida podría contribuir a disminuir la discriminación contra grupos minoritarios, como negros e indígenas, en el proceso de contratación, ya que los empleadores tendrían acceso a una fuerza laboral más diversa y representativa. Al priorizar la calidad de la educación superior y la meritocracia en lugar del colegio de origen, se estaría promoviendo un ambiente laboral más inclusivo y justo para los candidatos.",100,1,7,6.8,5.7,3.6,6.5,6.2,5.7,80.97744361,80.97744361,1,"df2",134,12.5
62,10,5,7,22,2,"3","10",10,10,8,"43","65","5,3","Yo opino que el implementar estas políticas va a tener un gran impacto en las universidades brasileñas, en lo principal estas afectarán en el comportamiento de los empleadores y podrían afectar la discriminacion. Por parte de los empleadores al reducir la brecha en la calidad de la educación dentro de diversos grupos sociales la gente empezaría a valorar más los resultados y la calidad de las universidades. También la implementación de un plan de cuotas podría aumentar la diversidad y podría verse como aquellos estudiantes con estos planes superaron obstáculos para poder llegar a donde están lo que podría mejorar la percepción de estos. También la implementación de estas políticas podrán llegar cambiar la realidad en donde los estudiantes de las mejores universidades provienen de familias en una buena situación económica para así. Y junto a esto al aumentar la diversidad dentro de las universidades la relación entre gente de distintos grupos aumentara asi viéndose reflejado en una disminución en la discriminacion. ",100,1,6.9,6.5,5.3,5.2,4.4,4.6,4.9,70.37593985,70.37593985,0,"df1",242,0.5
10,10,10,7,27,5,"6","10",5,10,9,"45","72","5,8","La implementación de políticas de cuotas en las universidades públicas brasileñas tiene el potencial de reducir el elitismo educativo y la discriminación en el mercado laboral. Al graduarse todos de la misma universidad pública, sin importar su origen socioeconómico o racial, se nivelan las señales educativas para los empleadores. Esto permite que personas de origen indígena o afrodescendientes, beneficiadas por las cuotas, compitan en igualdad de condiciones. Además, la diversidad de estudiantes con diferentes contextos educativos enfatiza la calidad de la educación superior como indicador principal de habilidad y preparación profesional, desafiando las preferencias tradicionales por escuelas privadas prestigiosas.",100,1,6.6,6.1,5.8,4.6,4.7,5,5,70.82706767,70.82706767,1,"df2",109,6.5
83,10,10,10,30,4,"4","7",10,10,10,"45","75","6,0","Brasil al contar con el mecanismo de cuotas, puede ser observado como un tipo de señalización para los empleadores al ver un alumno que obtuvo esta condición, de manera que piense que al entrar a una carrera requiriendo un menor puntaje que el resto, este sea menos productivo o menos competitivo que el resto, reafirmando este comportamiento elitista y perjudicando a las personas negras y de pueblos indígenas al ser discriminados soló por pertenecer a esta condición de cuotas y ser vistos como menos capaces. ",100,0,6.9,6.4,6,5.2,5.3,6.65,5.9,84.47368421,84.47368421,0,"df1",107,0
37,10,10,7,27,2,"3","10",10,10,10,"45","72","5,8","Basándonos sobre los resultados obtenidos en los ítems anteriores podemos deducir que la política de cuotas en las universidades públicas brasileñas permite acceder a la educación superior también a estudiantes que pertenecen a grupos subrepresentados, promoviendo así la inclusión social.
En el histograma, de hecho, la frecuencia mayor (eje vertical) de las diferencias promedio entre las notas de corte de los candidatos de amplia competencia y las de los beneficiarios de cuotas (eje horizontal) se encuentra alrededor de un valor cerca de 50 (48.62864, como se ve en el paired t-test) con una distribución casi normal, sugiriendo, no obstante la diversidad de cursos indicada por la dispersión del gráfico, la tendencia por la cual las notas de corte para alumnos de amplia competencia son más altas que las de alumnos que benefician de cuotas. Los resultados del histograma se ven confirmados por los de la prueba t en la cual el alto valor del estadístico t (t = 108.28) y la presencia de un p-value muy bajo (p-value < 2.2e-16) muestran que hay una diferencia altamente significativa entre las notas de corte y no debida al azar que se estima entre 47.74817 y 49.50912 con un nivel de confianza del 95%. 
Dada la integración que se puede observar en las universidades públicas, entonces, es razonable afirmar que la política de cuotas, durante las entrevistas, minimiza la relevancia del origen escolar del candidato o candidata y el comportamiento elitista que se basa en este último factor, llevando los empleadores a concentrarse más en el desempeño como estudiante, en su potencial y capacidad. Efectivamente, siendo las universidades muy competitivas y totalmente gratuitas, los egresados son generalmente los que han demostrado un alto merito académico. 
Esto reduciría la discriminación contra los negros y los pueblos indígenas durante el proceso de contratación siendo que, no salmente, aumentaría la presencia de estos grupos en las universidades más prestigiosas, dándoles la posibilidad de obtener una educación de alta calidad y de competir de manera seguramente más equitativa en el mercado laboral con personas de clases privilegiadas, sino también idealmente eliminaría prejuicios y estereotipos conectados con el grupo de origen por parte de los empleadores, por la presencia y la relación cercana con trabajadores en posiciones destacadas de diferentes precedencias socioculturales y económicas. ",0,1,4.4,6.5,5.8,3,2.6,3.85,3.6,49.5112782,49.5112782,1,"df1",535,1.5
38,10,5,10,25,10,"9","10",10,10,10,"59","84","6,6","Yo creo que el hecho de que las minorías requieran menores puntajes para entrar a
ciertas carreras en Brasil puede causar que la señal de haber tenido educación superior
en Brasil se debilite pues no es uniforme para toda la población (para ciertos grupos el
haber obtenido un titulo universitario tiene menos requerimientos) esto puede causar que
los empleadores le pongan menos valor a la carrera que obtuvieron sus posibles
empleados y empiecen a ocupar maneras mas elitistas de contratar (calidad del colegio,
dinero de la familia, conexiones, etc..) lo que paradójicamente cause lo contrario de lo que
quiere lograr la política.",0,0,6,6.1,6.6,3.3,4.8,6.1,5.1,71.65413534,71.65413534,1,"df1",119,0
63,10,5,7,22,4,"3","7",7,10,10,"41","63","5,2","Primero, se podría evitar este tipo de comportamiento elitista, ya que la política de cuotas puede reducir la brecha de alumnos de alta competencia y alumnos de cuota al dejar de lado el puntaje de corte y asegurar una cuota del 50%. Esto podría ocasionar que los empleadores ya no vean el colegio de donde viene cada alumno como una señal, sino que solo se deberían fijar en otro tipo de señales como: la universidad de la que egresaron, el rendimiento o las notas de cada alumno en la universidad, sus habilidades, etc., evitando así este comportamiento elitista. Por lo tanto, esto podría reducir la discriminación contra los negros y pueblos indígenas en el proceso de contratación. Además, si estos grupos tienen mayor representación en las universidades y los trabajos, esto puede llevar a romper estigmas y prejuicios en distintos ámbitos.",70,1,6.7,7,5.2,5.2,5.2,5.75,5.6,79.66165414,79.66165414,1,"df1",158,4.5
191,10,5,10,25,5,"7","10",10,10,10,"52","77","6,1","Me da la impresión, que el colegio de origen es una forma de diferenciar entre los
candidatos en búsqueda de un valor agregado que este podría proporcionar, ya sea por el
“networking” o conexiones y contactos que se dan en estos colegios “prestigiosos”, por el carácter, la cultura o los valores en la formación que puedan ser de interés (ajenos a los del hogar), y/o derechamente por la preparación que estos proporcionan. Lamentablemente este “Valor agregado” no depende de la habilidad del candidato, y por más que este haya querido sumar complemento a su persona, esas cualidades dependen netamente de factores externos de su contexto socioeconómico. Cabe agregar que ese análisis fue tratando de abogar imparcialmente por las empresas, porque en realidad se da muchas veces que de frentón la gente es clasista o racista, y prefiere trabajar con gente similar a ellos mismos, y por eso se pregunta el colegio, para encontrar un punto en común. 

Dicho esto, desgraciadamente no creo que en primera instancia las cuotas ayuden puntualmente con problemas elitistas como este en Brasil, es más, podría provocar más diferenciación con el descontento para algunos de quedar afuera con mayor puntaje. Si bien, por ejemplo, si contribuye a problemas de falta de representación laboral de estas minorías, al hacer más abundante en cantidad su oferta laboral, el tema cultural no es tan simple. Tendría que pasar harto tiempo y varias generaciones de estudiantes y trabajadores de distintos contextos
conviviendo, estudiando y trabajando hasta que se cambien percepciones, prejuicios y tratos entre sí.

Este tipo de políticas tiene que ir acompañadas de un montón de trabajo adicional de índole social y cultural, de modo que eso no afecte el rendimiento de la política de un punto de vista educacional y laboral. Pero la política de las cuotas por si sola, más allá de crear más variedad en la oferta laboral de profesionales en general, no veo como podría mejorar el comportamiento elitista o la discriminación contra los negros y los pueblos indígenas en el proceso de contratación. Incluso podría generar más odio de parte de los clasistas, elitistas o racistas. Espero se logre implementar de manera adecuada para que si genere un cambio y Brasil obtenga un proceso de contratación más amigable para sus minorías.",0,0,6.3,6.4,6.1,4.2,5.7,5.7,5.4,76.76691729,76.76691729,1,"df2",440,1.5
57,10,10,10,30,2,"3","2",7,10,10,"34","64","5,3","Considerando que las notas de corte de los alumnos negros y de pueblos indígenas son menores en promedio a los de alumnos que entran por alta competencia, se podría esperar que esta política pública de cuotas aumente la discriminación sobre estudiantes egresados de escuelas públicas y debilite la señal de la educación superior, dado que pierde mérito su ingreso a una universidad pública de calidad. Los empleadores brasileños podrían adoptar este comportamiento elitista chileno para protegerse de la posible distorsión de la señal.",0,0,5.3,6.5,5.3,NA,5.3,3.95,4.5,64.43609023,64.43609023,1,"df1",87,0.5
3,10,5,10,25,3,"5","10",7,10,10,"45","70","5,7","La implementación de cuotas en Brasil puede llevar a las empresas a considerar aspectos más allá de la educación. Esto se debe a que personas con mayores puntajes en exámenes pueden no ser admitidas debido a las cuotas, mientras que otras con puntajes menores sí estén ingresando, lo que genera una percepción de inconsistencia. Por lo tanto, las empresas no pueden garantizar la calidad de los trabajadores basándose solo en la institución educativa, haciendo que otros factores se vuelvan importantes en el proceso de selección.

Esta situación ambigua puede resultar en discriminación contra aquellos que, aunque tuviesen buena educación, al beneficiarse de las cuotas de equidad, los empleadores pueden dudar de sus capacidades, pensando que su admisión fue facilitada al requerir de puntajes menores, por lo que esto podría intensificar la discriminación hacia los afrodescendientes o indígenas, buscando solo contratar a los individuos que ingresaron de manera competitiva, con el fin de evitar el riesgo de la contratación de individuos en teoría menos capaces.",33,0,6.8,6.7,5.7,4.9,5.8,5.7,5.6,80.37593985,80.37593985,1,"df1",181,1
141,10,5,10,25,10,"4","10",7,10,10,"51","76","6,1","Las políticas de cuotas en las universidades públicas de Brasil influyen en la discriminación laboral. Estas políticas aseguran que más minorías y estudiantes de bajos recursos accedan a educación superior, lo que expone a los empleadores a una fuerza laboral más diversa. Esto puede cambiar sus actitudes y reducir los prejuicios contra solicitantes de ciertas escuelas de élite. Al permitir que estudiantes de escuelas públicas y minorías asistan a buenas universidades, aumenta la posibilidad de que tengan éxito académico y profesional. Los empleadores empiezan a valorar más las habilidades adquiridas, sin importar la institución. La presencia de minorías en universidades públicas reduce las diferencias entre grupos y puede disminuir la discriminación basada en raza o nivel socioeconómico, promoviendo la equidad en el empleo. Además, mejora la percepción pública sobre la accesibilidad a la educación y el empleo para quienes no tienen privilegios.

Pero también es importante mencionar que, si las políticas de cuotas no se aplican bien, podrían causar problemas. Algunos empleadores podrían pensar que los estudiantes que se beneficiaron de las cuotas no cumplieron con los mismos estándares que otros. Esto puede hacer que vean a estos graduados como menos calificados y resultaría en más discriminación al contratarlos. Así, estos candidatos tendrían más dificultades, incluso si estudiaron en buenas universidades. Además, si los empleadores prefieren candidatos de colegios privados, las cuotas podrían empeorar esto si creen que los estudiantes de escuelas públicas son menos competentes.

Es por esto que, para prevenir posibles efectos negativos que podrían causar las cuotas es
clave informar a las empresas sobre sus ventajas, enfocarse en el desempeño de los
candidatos en lugar de su origen, y garantizar la transparencia y el seguimiento de estas
políticas. Así, se pueden reducir las percepciones negativas y asegurar que las cuotas
beneficien a los grupos “excluidos” sin generar más discriminación.",100,0,7,7,6.1,4,5.8,4.9,5.2,73.15789474,73.15789474,1,"df2",345,3
23,10,5,10,25,7,"6","1",7,10,9,"40","65","5,3","Como en este caso se le exige menos a los alumnos que están en las cuotas, haber entrado a una carrera estando en una cuota va a tener menos mérito que habiendo entrado por la vía difícil. Esto va a afectar la discriminación porque la señal de la educación superior va a ser peor para medir capacidades por igual, por lo tanto se va a dar que va a existir mas discriminación en las entrevistas de trabajo para ""corregir"" la diferencia de capacidades que el proceso de selección omitió. Por lo tanto, aunque la universidad tenga diferente exigencia para ambos grupos y trate de igualarlos, finalmente en las entrevistas laborales van a discriminar más fuertemente, porque a un grupo le exigieron menos que a otro, y ellos quieren capacidades, por lo que van a discriminar, lo más probable es que utilicen las razas. Por ejemplo, si yo estoy contratando bajo este sistema y entrevisto a una persona de descendencia indígena, voy a exigirle más que al resto porque a él le exigieron menos que los demás para entrar a la misma carrera, por lo que la señal de capacidad se ve sesgada, no tengo claro si sacó el título por su capacidad, o si fue porque le exigieron menos.",0,0,6.6,6.7,5.3,4.3,5.4,5.6,5.3,75.93984962,75.93984962,1,"df2",283,0.5
72,10,10,7,27,2,"5","10",7,10,10,"44","71","5,7","La política de cuotas se implementa para facilitar el acceso a la educación superior a estudiantes de grupos históricamente subrepresentados, como aquellos que provienen de escuelas públicas, comunidades afrodescendientes e indígenas. Esto busca equilibrar las oportunidades al brindar acceso a estudiantes que, de otro modo, podrían ser excluidos en un sistema basado únicamente en notas de corte. 
Al permitir que un grupo más diverso de estudiantes acceda a una educación superior de calidad, las universidades públicas contribuyen a la creación de una fuerza laboral más variada. Esto puede motivar a los empleadores a considerar habilidades y competencias que van más allá del historial escolar del candidato. 
Además, esta política puede transformar la percepción del prestigio académico. Conforme los graduados de diferentes orígenes académicos se integran al mercado laboral y demuestran sus capacidades, la noción de que solo los estudiantes de colegios prestigiosos pueden tener éxito se debilita. Así, los empleadores podrían depender menos del historial académico como criterio principal de selección. ",100,1,6.5,6.9,5.7,4.6,5.5,5.3,5.3,75.93984962,75.93984962,0,"df1",254,1
2,10,5,7,22,3,"3","10",10,10,10,"46","68","5,5","La política de cuotas podría hacer que el comportamiento de carácter elitista de los empleadores se reduzca considerablemente, ya que esta política permite que los alumnos marginados, que tienen menos recursos para acceder a una educación escolar de alto nivel, tengan mayor probabilidad de acceder gratuitamente a una educación superior (universidad) de mayor calidad que las universidades privadas, gracias a todos los beneficios que incluye esta política. Esto hace que la nueva señal de graduarse de una universidad pública sea mejor que la señal de si la escolaridad colegial proviene o no de colegios particulares de prestigio. Si alguien se graduó de una buena universidad, indica que, como adulto, es capaz de resolver diversos problemas de carácter complejo para poder graduarse, a diferencia de un escolar, cuya graduación en gran parte depende de sus padres. En el tema de la discriminación contra los negros y los pueblos indígenas, si esta política se efectúa, debería disminuir esta discriminación, ya que si estas personas son capaces de graduarse de una universidad pública de alta competencia, indica que son más que capaces de realizar un buen trabajo, lo que disminuye la discriminación hacia estos grupos.",35,1,5.8,6.5,5.5,3.1,4.1,5.6,4.7,65.78947368,65.78947368,1,"df1",212,2
4,10,10,7,27,10,"7","1",10,10,10,"48","75","6,0","Dado que sabemos que hay una diferencia notable en el promedio de puntaje corte entre los alumnos competitivos y con cuotas, se puede concluir que la admisión para los alumnos con cuotas es facilitada, ya que se le exige menos que alguien competitivo. 
Al tener cupos de reservas para alumnos negros y provenientes de pueblos indigenas, va a aumentar la representación de estos grupos en la educación superior. Esto provocaría que sean más aceptados en terminos de empleo y poder luchar contra los prejuicios que antes se le hacían a estos grupos étnicos. Esto debería disminuir la discriminación contra los negros y los pueblos indígenas en el proceso de contratación, dado que ellos podrán demostrar que son capacitados al haber egresado de una universidad prestigiosa y de calidad gracias a que tuvieron facilidades de acceso a la universidad y ser capaces. 
Por parte de los empleadores, no debería cambiar tanto su perpeción de los graduados, ya que, esta política solamente facilita el acceso a la educación superior, pero ellos aún tendrán que demostrar que son capaces de poder llevar adelante su formación profesional, significa que, no importa si ingresó más fácil que otro alumno, lo que importa es ver que fue capaz de poder cumplir su formación académica y que es capacitado para el empleo. ",78,1,6.8,6.5,6,3.4,4.3,4.7,4.5,63.68421053,63.68421053,1,"df1",304,1.5
64,10,5,7,22,4,"0","10",5,10,10,"39","61","5,1","De analizarse detenidamente, los empleadores en Brasil podrían notar que el hecho de entrar por
una cuota de igualdad no significa que el promedio de notas de ellos será menor, incluso se puede
deducir que es mayor que la de los alumnos que entran en la amplia competencia. Esto podría reducir
la discriminación ya que les da evidencia que descarta que los blancos ricos son mas inteligentes que
el resto de la población.",NA,0,3.9,1,5.1,3.4,4.8,6,4.7,66.09022556,66.09022556,0,"df2",81,0.5
50,0,5,7,12,2,"5","10",6,10,10,"43","55","4,7","La política de cuotas en las universidades públicas brasileñas busca promover la igualdad de oportunidades y reducir las desigualdades socioeconómicas y raciales en la educación superior. Basado en los resultados previos, podemos evaluar cómo esta política puede afectar el comportamiento de los empleadores y la discriminación en el proceso de contratación en Brasil.

Impacto en el Comportamiento Elitista de los Empleadores Diversificación de la Fuerza Laboral Educada: Las cuotas permiten que más estudiantes de entornos desfavorecidos, incluidos negros, mulatos, indígenas y aquellos de escuelas públicas, accedan a universidades de alta calidad. Esto genera una fuerza laboral más diversa, desafiando los prejuicios elitistas de los empleadores. 

Reducción del Énfasis en el Origen Escolar: La política de cuotas disminuye la importancia del colegio de procedencia. Los empleadores pueden enfocarse más en la formación universitaria y las competencias profesionales.

Mayor Enfoque en el Mérito Académico y Profesional: Si los graduados de universidades públicas demuestran habilidades y conocimientos equivalentes o superiores a los de otras instituciones, los empleadores podrían priorizar el mérito académico y profesional sobre el origen socioeconómico. 

Impacto en la Discriminación contra Negros e Indígenas Aumento de Oportunidades para Grupos Marginados: Las cuotas ofrecen más oportunidades a estudiantes negros e indígenas para acceder a la educación superior. Esto expone a los empleadores a un grupo más diverso de candidatos calificados, reduciendo prejuicios y discriminación racial.

Cambio de Percepción Social: A medida que más negros e indígenas obtienen títulos de universidades prestigiosas, la percepción social de estos grupos mejora, disminuyendo la discriminación basada en estereotipos negativos y promoviendo una mayor inclusión en el trabajo. 

Fomentar Políticas de Diversidad en las Empresas: La presencia de graduados de diversos orígenes puede motivar a las empresas a adoptar políticas de diversidad e inclusión, beneficiando tanto a individuos como a la cultura organizacional e innovación.",100,1,6.8,6.9,4.7,5,3.8,4.6,4.7,67.59398496,67.59398496,1,"df1",338,2.5
5,10,3,10,23,4,"4","10",7,10,10,"45","68","5,5","Debido a la política de cuotas implementada el 2012, es más fácil que estudiantes de colegios públicos, indígenas y negros puedan estudiar en la universidad. Si relacionamos esto con el caso chileno, al momento de que los estudiantes busquen trabajo, se discriminará a los estudiantes de colegios públicos, indígenas y negros al momento de buscar trabajo. Una de las razones puede ser que al momento de entrar a la universidad, estas pidieron menos puntaje para ellos (aprox 130 pts menos), lo que, de alguna manera, facilitó su entrada. Por lo tanto, aunque las universidades hayan bajado la exigencia para sectores más vulnerables, al minuto de que ellos busquen trabajo, serán ""castigados"" pos haber tenido una menor exigencia al momento de entrar a la universidad. ",45,0,6.8,5.5,5.5,4.6,5.7,5.65,5.4,77.70676692,77.70676692,1,"df1",144,0
